word,ipa,source
film,ˈfɪlm,cmu_dict
film,ˈfɪlm,cmu_dict
flight,ˈflaɪt,cmu_dict
flight,ˈflaɪt,cmu_dict
flight,ˈflaɪt,cmu_dict
float,ˈfloʊt,cmu_dict
flood,ˈflʌd,cmu_dict
folder,ˈfoʊldɝ,cmu_dict
fool,ˈfuːl,cmu_dict
forest,"ˈfɔrəst, ˈfɔrɪst",cmu_dict
fortune,"ˈfɔrtʃən, ˈfɔrtʃuːn",cmu_dict
fortune,"ˈfɔrtʃən, ˈfɔrtʃuːn",cmu_dict
frame,ˈfreɪm,cmu_dict
frame,ˈfreɪm,cmu_dict
freedom,ˈfriːdəm,cmu_dict
friendship,ˈfrɛndʃɪp,cmu_dict
furniture,ˈfɝːnɪtʃɝ,cmu_dict
gallery,ˈgælɝi,cmu_dict
garage,gɝˈɑːʒ,cmu_dict
gas,ˈgæs,cmu_dict
gas,ˈgæs,cmu_dict
gate,ˈgeɪt,cmu_dict
gender,ˈdʒɛndɝ,cmu_dict
generation,ˌdʒɛnɝˈeɪʃən,cmu_dict
generation,ˌdʒɛnɝˈeɪʃən,cmu_dict
globe,ˈgloʊb,cmu_dict
glove,ˈglʌv,cmu_dict
gold,ˈgoʊld,cmu_dict
golf,"ˈgɑːlf, ˈgɔlf",cmu_dict
government,ˈgʌvɝnmənt,cmu_dict
gram,ˈgræm,cmu_dict
green,ˈgriːn,cmu_dict
gun,ˈgʌn,cmu_dict
happiness,ˈhæpiːnəs,cmu_dict
harvest,ˈhɑːrvəst,cmu_dict
hero,"ˈhɪroʊ, ˈhiːroʊ",cmu_dict
highway,ˈhaɪˌweɪ,cmu_dict
hike,ˈhaɪk,cmu_dict
honor,ˈɑːnɝ,cmu_dict
horror,ˈhɔrɝ,cmu_dict
host,ˈhoʊst,cmu_dict
host,ˈhoʊst,cmu_dict
host,ˈhoʊst,cmu_dict
host,ˈhoʊst,cmu_dict
image,"ˈɪmədʒ, ˈɪmɪdʒ",cmu_dict
image,"ˈɪmədʒ, ˈɪmɪdʒ",cmu_dict
image,"ˈɪmədʒ, ˈɪmɪdʒ",cmu_dict
imagination,ˌɪˌmædʒəˈneɪʃən,cmu_dict
impact,"ˌɪmˈpækt, ˈɪmpækt",cmu_dict
impact,"ˌɪmˈpækt, ˈɪmpækt",cmu_dict
importance,ˌɪmˈpɔrtəns,cmu_dict
inch,ˈɪntʃ,cmu_dict
independence,ˌɪndɪˈpɛndəns,cmu_dict
insect,ˈɪnˌsɛkt,cmu_dict
instrument,ˈɪnstrəmənt,cmu_dict
instrument,ˈɪnstrəmənt,cmu_dict
intelligence,ˌɪnˈtɛlədʒəns,cmu_dict
intelligence,ˌɪnˈtɛlədʒəns,cmu_dict
invention,ˌɪnˈvɛnʃən,cmu_dict
issue,ˈɪʃuː,cmu_dict
issue,ˈɪʃuː,cmu_dict
issue,ˈɪʃuː,cmu_dict
jam,ˈdʒæm,cmu_dict
jam,ˈdʒæm,cmu_dict
journey,ˈdʒɝːni,cmu_dict
joy,ˈdʒɔɪ,cmu_dict
junk,ˈdʒʌŋk,cmu_dict
killer,ˈkɪlɝ,cmu_dict
kilometer,"kəˈlɑːmətɝ, ˈkɪləˌmiːtɝ",cmu_dict
knowledge,"ˈnɑːlədʒ, ˈnɑːlɪdʒ",cmu_dict
lake,ˈleɪk,cmu_dict
lamp,ˈlæmp,cmu_dict
landscape,"ˈlændˌskeɪp, ˈlænˌskeɪp",cmu_dict
lane,ˈleɪn,cmu_dict
law,"ˈlɔ, ˈlɑː",cmu_dict
law,"ˈlɔ, ˈlɑː",cmu_dict
lawyer,"ˈlɔjɝ, ˈlɔɪɝ",cmu_dict
leather,ˈlɛðɝ,cmu_dict
left,ˈlɛft,cmu_dict
leisure,"ˈlɛʒɝ, ˈliːʒɝ",cmu_dict
liberty,ˈlɪbɝˌtiː,cmu_dict
lifestyle,ˈlaɪfˌstaɪl,cmu_dict
lip,ˈlɪp,cmu_dict
liter,ˈliːtɝ,cmu_dict
load,ˈloʊd,cmu_dict
load,ˈloʊd,cmu_dict
lot,"ˈlɑːt, ˈlɔt",cmu_dict
lot,"ˈlɑːt, ˈlɔt",cmu_dict
lot,"ˈlɑːt, ˈlɔt",cmu_dict
lover,ˈlʌvɝ,cmu_dict
lover,ˈlʌvɝ,cmu_dict
lunchtime,ˈlʌntʃˌtaɪm,cmu_dict
magic,ˈmædʒɪk,cmu_dict
magic,ˈmædʒɪk,cmu_dict
maker,ˈmeɪkɝ,cmu_dict
mall,ˈmɔl,cmu_dict
manager,"ˈmænədʒɝ, ˈmænɪdʒɝ",cmu_dict
manner,ˈmænɝ,cmu_dict
manner,ˈmænɝ,cmu_dict
manner,ˈmænɝ,cmu_dict
market,"ˈmɑːrkət, ˈmɑːrkɪt",cmu_dict
market,"ˈmɑːrkət, ˈmɑːrkɪt",cmu_dict
material,məˈtɪriːəl,cmu_dict
material,məˈtɪriːəl,cmu_dict
material,məˈtɪriːəl,cmu_dict
member,ˈmɛmbɝ,cmu_dict
menu,ˈmɛnjuː,cmu_dict
menu,ˈmɛnjuː,cmu_dict
metal,ˈmɛtəl,cmu_dict
meter,ˈmiːtɝ,cmu_dict
meter,ˈmiːtɝ,cmu_dict
method,ˈmɛθəd,cmu_dict
middle,ˈmɪdəl,cmu_dict
midnight,ˈmɪdˌnaɪt,cmu_dict
mirror,ˈmɪrɝ,cmu_dict
mirror,ˈmɪrɝ,cmu_dict
mistake,mɪˈsteɪk,cmu_dict
model,ˈmɑːdəl,cmu_dict
model,ˈmɑːdəl,cmu_dict
model,ˈmɑːdəl,cmu_dict
model,ˈmɑːdəl,cmu_dict
mood,ˈmuːd,cmu_dict
menu,ˈmɛnjuː,cmu_dict
menu,ˈmɛnjuː,cmu_dict
metal,ˈmɛtəl,cmu_dict
meter,ˈmiːtɝ,cmu_dict
meter,ˈmiːtɝ,cmu_dict
method,ˈmɛθəd,cmu_dict
middle,ˈmɪdəl,cmu_dict
midnight,ˈmɪdˌnaɪt,cmu_dict
mirror,ˈmɪrɝ,cmu_dict
mirror,ˈmɪrɝ,cmu_dict
mistake,mɪˈsteɪk,cmu_dict
model,ˈmɑːdəl,cmu_dict
model,ˈmɑːdəl,cmu_dict
model,ˈmɑːdəl,cmu_dict
model,ˈmɑːdəl,cmu_dict
mood,ˈmuːd,cmu_dict
mosque,"ˈmɑːsk, ˈmɔsk",cmu_dict
murder,ˈmɝːdɝ,cmu_dict
museum,"mjuːˈziːəm, ˈmjuːziːəm",cmu_dict
mystery,ˈmɪstɝi,cmu_dict
mystery,ˈmɪstɝi,cmu_dict
nation,ˈneɪʃən,cmu_dict
nation,ˈneɪʃən,cmu_dict
nature,ˈneɪtʃɝ,cmu_dict
nature,ˈneɪtʃɝ,cmu_dict
noon,ˈnuːn,cmu_dict
north,ˈnɔrθ,cmu_dict
noun,ˈnaʊn,cmu_dict
novel,ˈnɑːvəl,cmu_dict
occupation,ˌɑːkjəˈpeɪʃən,cmu_dict
occupation,ˌɑːkjəˈpeɪʃən,cmu_dict
oil,ˈɔɪl,cmu_dict
oil,ˈɔɪl,cmu_dict
opinion,əˈpɪnjən,cmu_dict
opportunity,ˌɑːpɝˈtuːnəti,cmu_dict
oven,ˈʌvən,cmu_dict
painter,"ˈpeɪntɝ, ˈpeɪnɝ",cmu_dict
painter,"ˈpeɪntɝ, ˈpeɪnɝ",cmu_dict
pan,ˈpæn,cmu_dict
panic,ˈpænɪk,cmu_dict
part,ˈpɑːrt,cmu_dict
part,ˈpɑːrt,cmu_dict
part,ˈpɑːrt,cmu_dict
passage,"ˈpæsədʒ, ˈpæsɪdʒ",cmu_dict
passage,"ˈpæsədʒ, ˈpæsɪdʒ",cmu_dict
passage,"ˈpæsədʒ, ˈpæsɪdʒ",cmu_dict
passenger,ˈpæsəndʒɝ,cmu_dict
path,ˈpæθ,cmu_dict
path,ˈpæθ,cmu_dict
performance,pɝˈfɔrməns,cmu_dict
performance,pɝˈfɔrməns,cmu_dict
performance,pɝˈfɔrməns,cmu_dict
permission,pɝˈmɪʃən,cmu_dict
personality,ˌpɝːsəˈnælɪti,cmu_dict
personality,ˌpɝːsəˈnælɪti,cmu_dict
petrol,ˈpɛtroʊl,cmu_dict
photograph,ˈfoʊtəˌgræf,cmu_dict
photographer,fəˈtɑːgrəfɝ,cmu_dict
photography,fəˈtɑːgrəfi,cmu_dict
pile,ˈpaɪl,cmu_dict
pill,ˈpɪl,cmu_dict
pilot,ˈpaɪlət,cmu_dict
planet,ˈplænət,cmu_dict
plant,ˈplænt,cmu_dict
plant,ˈplænt,cmu_dict
plate,ˈpleɪt,cmu_dict
plate,ˈpleɪt,cmu_dict
police,pəˈliːs,cmu_dict
policeman,pəˈliːsmən,cmu_dict
population,ˌpɑːpjəˈleɪʃən,cmu_dict
population,ˌpɑːpjəˈleɪʃən,cmu_dict
portrait,ˈpɔrtrət,cmu_dict
position,pəˈzɪʃən,cmu_dict
position,pəˈzɪʃən,cmu_dict
position,pəˈzɪʃən,cmu_dict
power,ˈpaʊɝ,cmu_dict
power,ˈpaʊɝ,cmu_dict
power,ˈpaʊɝ,cmu_dict
power,ˈpaʊɝ,cmu_dict
prediction,priːˈdɪkʃən,cmu_dict
pressure,ˈprɛʃɝ,cmu_dict
pressure,ˈprɛʃɝ,cmu_dict
pride,ˈpraɪd,cmu_dict
printer,"ˈprɪntɝ, ˈprɪnɝ",cmu_dict
printer,"ˈprɪntɝ, ˈprɪnɝ",cmu_dict
pro,ˈproʊ,cmu_dict
pro,ˈproʊ,cmu_dict
product,ˈprɑːdəkt,cmu_dict
production,"prəˈdʌkʃən, proʊˈdʌkʃən, pɝˈdʌkʃən",cmu_dict
psychologist,saɪˈkɑːlədʒəst,cmu_dict
purpose,ˈpɝːpəs,cmu_dict
quality,ˈkwɑːləti,cmu_dict
quality,ˈkwɑːləti,cmu_dict
quiz,ˈkwɪz,cmu_dict
range,ˈreɪndʒ,cmu_dict
range,ˈreɪndʒ,cmu_dict
range,ˈreɪndʒ,cmu_dict
rate,ˈreɪt,cmu_dict
rate,ˈreɪt,cmu_dict
rate,ˈreɪt,cmu_dict
ray,ˈreɪ,cmu_dict
receipt,"rɪˈsiːt, riːˈsiːt",cmu_dict
receipt,"rɪˈsiːt, riːˈsiːt",cmu_dict
receptionist,"rɪˈsɛpʃənɪst, riːˈsɛpʃənɪst",cmu_dict
refrigerator,"rəˈfrɪdʒɝˌeɪtɝ, rɪˈfrɪdʒɝˌeɪtɝ",cmu_dict
reply,"rɪˈplaɪ, riːˈplaɪ",cmu_dict
report,"riːˈpɔrt, rɪˈpɔrt",cmu_dict
report,"riːˈpɔrt, rɪˈpɔrt",cmu_dict
report,"riːˈpɔrt, rɪˈpɔrt",cmu_dict
response,"rɪˈspɑːns, riːˈspɑːns",cmu_dict
rhythm,ˈrɪðəm,cmu_dict
ring,ˈrɪŋ,cmu_dict
ring,ˈrɪŋ,cmu_dict
ring,ˈrɪŋ,cmu_dict
ring,ˈrɪŋ,cmu_dict
road,ˈroʊd,cmu_dict
rock,ˈrɑːk,cmu_dict
rock,ˈrɑːk,cmu_dict
roof,"ˈruːf, ˈrʊf",cmu_dict
root,ˈruːt,cmu_dict
root,ˈruːt,cmu_dict
rope,ˈroʊp,cmu_dict
rumor,ˈruːmɝ,cmu_dict
sake,ˈseɪk,cmu_dict
salt,ˈsɔlt,cmu_dict
scale,ˈskeɪl,cmu_dict
scale,ˈskeɪl,cmu_dict
scale,ˈskeɪl,cmu_dict
scale,ˈskeɪl,cmu_dict
scene,ˈsiːn,cmu_dict
scene,ˈsiːn,cmu_dict
screen,ˈskriːn,cmu_dict
screen,ˈskriːn,cmu_dict
script,ˈskrɪpt,cmu_dict
script,ˈskrɪpt,cmu_dict
secretary,ˈsɛkrəˌtɛri,cmu_dict
secretary,ˈsɛkrəˌtɛri,cmu_dict
seed,ˈsiːd,cmu_dict
semester,səˈmɛstɝ,cmu_dict
shade,ˈʃeɪd,cmu_dict
shade,ˈʃeɪd,cmu_dict
shade,ˈʃeɪd,cmu_dict
shadow,ˈʃæˌdoʊ,cmu_dict
shape,ˈʃeɪp,cmu_dict
share,ˈʃɛr,cmu_dict
share,ˈʃɛr,cmu_dict
shell,ˈʃɛl,cmu_dict
shell,ˈʃɛl,cmu_dict
shock,ˈʃɑːk,cmu_dict
shore,ˈʃɔr,cmu_dict
short,ˈʃɔrt,cmu_dict
short,ˈʃɔrt,cmu_dict
silence,ˈsaɪləns,cmu_dict
silver,ˈsɪlvɝ,cmu_dict
semester,səˈmɛstɝ,cmu_dict
shade,ˈʃeɪd,cmu_dict
shade,ˈʃeɪd,cmu_dict
shade,ˈʃeɪd,cmu_dict
shadow,ˈʃæˌdoʊ,cmu_dict
shape,ˈʃeɪp,cmu_dict
shape,ˈʃeɪp,cmu_dict
share,ˈʃɛr,cmu_dict
share,ˈʃɛr,cmu_dict
shell,ˈʃɛl,cmu_dict
shell,ˈʃɛl,cmu_dict
shock,ˈʃɑːk,cmu_dict
shore,ˈʃɔr,cmu_dict
short,ˈʃɔrt,cmu_dict
short,ˈʃɔrt,cmu_dict
silence,ˈsaɪləns,cmu_dict
silver,ˈsɪlvɝ,cmu_dict
situation,ˌsɪtʃuːˈeɪʃən,cmu_dict
ski,ˈskiː,cmu_dict
slave,ˈsleɪv,cmu_dict
slice,ˈslaɪs,cmu_dict
snack,ˈsnæk,cmu_dict
soap,ˈsoʊp,cmu_dict
society,soʊˈsaɪɪti,cmu_dict
society,soʊˈsaɪɪti,cmu_dict
software,"ˈsɔfˌtwɛr, ˈsɔfˌwɛr",cmu_dict
soldier,ˈsoʊldʒɝ,cmu_dict
solution,səˈluːʃən,cmu_dict
solution,səˈluːʃən,cmu_dict
sound,ˈsaʊnd,cmu_dict
sound,ˈsaʊnd,cmu_dict
source,ˈsɔrs,cmu_dict
south,ˈsaʊθ,cmu_dict
space,ˈspeɪs,cmu_dict
space,ˈspeɪs,cmu_dict
speaker,ˈspiːkɝ,cmu_dict
speaker,ˈspiːkɝ,cmu_dict
speed,ˈspiːd,cmu_dict
square,ˈskwɛr,cmu_dict
square,ˈskwɛr,cmu_dict
square,ˈskwɛr,cmu_dict
stadium,ˈsteɪdiːəm,cmu_dict
staff,ˈstæf,cmu_dict
staff,ˈstæf,cmu_dict
stair,ˈstɛr,cmu_dict
stamp,ˈstæmp,cmu_dict
stamp,ˈstæmp,cmu_dict
state,ˈsteɪt,cmu_dict
state,ˈsteɪt,cmu_dict
state,ˈsteɪt,cmu_dict
statement,ˈsteɪtmənt,cmu_dict
statement,ˈsteɪtmənt,cmu_dict
statue,ˈstæˌtʃuː,cmu_dict
step,ˈstɛp,cmu_dict
step,ˈstɛp,cmu_dict
step,ˈstɛp,cmu_dict
stomach,ˈstʌmək,cmu_dict
storm,ˈstɔrm,cmu_dict
stranger,ˈstreɪndʒɝ,cmu_dict
strategy,ˈstrætədʒi,cmu_dict
strength,"ˈstrɛŋkθ, ˈstrɛŋθ",cmu_dict
string,ˈstrɪŋ,cmu_dict
string,ˈstrɪŋ,cmu_dict
string,ˈstrɪŋ,cmu_dict
structure,ˈstrʌktʃɝ,cmu_dict
structure,ˈstrʌktʃɝ,cmu_dict
stuff,ˈstʌf,cmu_dict
style,ˈstaɪl,cmu_dict
success,səkˈsɛs,cmu_dict
suitcase,ˈsuːtˌkeɪs,cmu_dict
summary,ˈsʌmɝi,cmu_dict
sweater,ˈswɛtɝ,cmu_dict
symbol,ˈsɪmbəl,cmu_dict
symbol,ˈsɪmbəl,cmu_dict
system,ˈsɪstəm,cmu_dict
system,ˈsɪstəm,cmu_dict
talent,ˈtælənt,cmu_dict
target,"ˈtɑːrgət, ˈtɝːgət",cmu_dict
target,"ˈtɑːrgət, ˈtɝːgət",cmu_dict
task,ˈtæsk,cmu_dict
tear,"ˈtɛr, ˈtɪr",cmu_dict
tear,"ˈtɛr, ˈtɪr",cmu_dict
teenager,ˈtiːˌneɪdʒɝ,cmu_dict
temperature,"ˈtɛmprətʃɝ, ˈtɛmpɝətʃɝ",cmu_dict
text,ˈtɛkst,cmu_dict
text,ˈtɛkst,cmu_dict
textbook,ˈtɛkstˌbʊk,cmu_dict
timetable,ˈtaɪmˌteɪbəl,cmu_dict
tip,ˈtɪp,cmu_dict
tip,ˈtɪp,cmu_dict
tip,ˈtɪp,cmu_dict
title,ˈtaɪtəl,cmu_dict
title,ˈtaɪtəl,cmu_dict
tone,ˈtoʊn,cmu_dict
tone,ˈtoʊn,cmu_dict
tone,ˈtoʊn,cmu_dict
tour,ˈtʊr,cmu_dict
tourist,"ˈtʊrəst, ˈtʊrɪst",cmu_dict
tradition,trəˈdɪʃən,cmu_dict
traffic,ˈtræfɪk,cmu_dict
trap,ˈtræp,cmu_dict
traveler,"ˈtrævəlɝ, ˈtrævlɝ",cmu_dict
trouble,ˈtrʌbəl,cmu_dict
truth,ˈtruːθ,cmu_dict
tune,ˈtuːn,cmu_dict
uniform,ˈjuːnəˌfɔrm,cmu_dict
unit,"ˈjuːnət, ˈjuːnɪt",cmu_dict
unit,"ˈjuːnət, ˈjuːnɪt",cmu_dict
university,ˌjuːnəˈvɝːsəti,cmu_dict
valley,ˈvæli,cmu_dict
verb,ˈvɝːb,cmu_dict
view,vˈjuː,cmu_dict
view,vˈjuː,cmu_dict
village,"ˈvɪlədʒ, ˈvɪlɪdʒ",cmu_dict
visitor,ˈvɪzɪtɝ,cmu_dict
vocabulary,voʊˈkæbjəˌlɛri,cmu_dict
voice,ˈvɔɪs,cmu_dict
wallet,ˈwɔlət,cmu_dict
wealth,ˈwɛlθ,cmu_dict
web,ˈwɛb,cmu_dict
web,ˈwɛb,cmu_dict
website,ˈwɛbˌsaɪt,cmu_dict
weekday,ˈwiːkˌdeɪ,cmu_dict
weight,ˈweɪt,cmu_dict
west,ˈwɛst,cmu_dict
wine,ˈwaɪn,cmu_dict
winner,ˈwɪnɝ,cmu_dict
wisdom,ˈwɪzdəm,cmu_dict
wood,ˈwʊd,cmu_dict
wood,ˈwʊd,cmu_dict
youth,ˈjuːθ,cmu_dict
zone,ˈzoʊn,cmu_dict
set,ˈsɛt,cmu_dict
set,ˈsɛt,cmu_dict
set,ˈsɛt,cmu_dict
abroad,əˈbrɔd,cmu_dict
across,əˈkrɔs,cmu_dict
actually,"ˈækˌtʃuːəli, ˈæktʃli, ˈækʃəli",cmu_dict
after,ˈæftɝ,cmu_dict
ahead,əˈhɛd,cmu_dict
all,ˈɔl,cmu_dict
alright,ˌɔlˈraɪt,cmu_dict
alright,ˌɔlˈraɪt,cmu_dict
anymore,ˌɛniːˈmɔr,cmu_dict
anyway,ˈɛniːˌweɪ,cmu_dict
anyway,ˈɛniːˌweɪ,cmu_dict
anywhere,"ˈɛniːˌwɛr, ˈɛniːˌhwɛr",cmu_dict
apart,əˈpɑːrt,cmu_dict
apparently,əˈpɛrəntli,cmu_dict
around,"ɝˈaʊnd, ɝˈaʊn",cmu_dict
around,"ɝˈaʊnd, ɝˈaʊn",cmu_dict
automatically,"ˌɔtəˈmætɪkli, ˌɔtoʊˈmætɪkli",cmu_dict
badly,ˈbædli,cmu_dict
badly,ˈbædli,cmu_dict
basically,ˈbeɪsɪkli,cmu_dict
certainly,ˈsɝːtənli,cmu_dict
certainly,ˈsɝːtənli,cmu_dict
clearly,ˈklɪrli,cmu_dict
correctly,kɝˈɛktli,cmu_dict
daily,ˈdeɪli,cmu_dict
deeply,ˈdiːpli,cmu_dict
differently,"ˈdɪfrəntli, ˈdɪfɝˈɛntli",cmu_dict
downstairs,ˈdaʊnˈstɛrz,cmu_dict
downtown,ˈdaʊnˈtaʊn,cmu_dict
easily,ˈiːzəli,cmu_dict
elsewhere,ˈɛlˌswɛr,cmu_dict
especially,"əˈspɛʃli, əˈspɛʃəli",cmu_dict
even,ˈiːvɪn,cmu_dict
ever,ˈɛvɝ,cmu_dict
exactly,ɪgˈzæktli,cmu_dict
exactly,ɪgˈzæktli,cmu_dict
extremely,ɪkˈstriːmli,cmu_dict
fairly,ˈfɛrli,cmu_dict
fairly,ˈfɛrli,cmu_dict
finally,ˈfaɪnəli,cmu_dict
finally,ˈfaɪnəli,cmu_dict
forever,fɝˈɛvɝ,cmu_dict
forward,ˈfɔrwɝd,cmu_dict
fully,ˈfʊli,cmu_dict
gradually,"ˈgrædʒuːəli, ˈgrædʒuːli",cmu_dict
greatly,ˈgreɪtli,cmu_dict
hardly,ˈhɑːrdli,cmu_dict
heavily,ˈhɛvəli,cmu_dict
importantly,ˌɪmˈpɔrtəntli,cmu_dict
indeed,ˌɪnˈdiːd,cmu_dict
indeed,ˌɪnˈdiːd,cmu_dict
instead,ˌɪnˈstɛd,cmu_dict
mainly,ˈmeɪnli,cmu_dict
mostly,"ˈmoʊstli, ˈmoʊsli",cmu_dict
nearly,ˈnɪrli,cmu_dict
nowadays,ˈnaʊəˌdeɪz,cmu_dict
overseas,ˈoʊvɝˈsiːz,cmu_dict
partly,ˈpɑːrtli,cmu_dict
perfectly,"ˈpɝːfəktli, ˈpɝːfəkli",cmu_dict
perhaps,pɝˈhæps,cmu_dict
physically,"ˈfɪzɪkəli, ˈfɪzɪkli",cmu_dict
possibly,ˈpɑːsəbli,cmu_dict
possibly,ˈpɑːsəbli,cmu_dict
probably,ˈprɑːbəˌbliː,cmu_dict
quietly,ˈkwaɪətli,cmu_dict
quite,ˈkwaɪt,cmu_dict
quite,ˈkwaɪt,cmu_dict
rather,"ˈræðɝ, ˈrʌðɝ",cmu_dict
rather,"ˈræðɝ, ˈrʌðɝ",cmu_dict
recently,"ˈriːsəntli, ˈriːsənli",cmu_dict
regularly,ˈrɛgjəlɝli,cmu_dict
roughly,ˈrʌfli,cmu_dict
roughly,ˈrʌfli,cmu_dict
sadly,ˈsædli,cmu_dict
sadly,ˈsædli,cmu_dict
seriously,ˈsɪriːəsli,cmu_dict
seriously,ˈsɪriːəsli,cmu_dict
simply,ˈsɪmpli,cmu_dict
simply,ˈsɪmpli,cmu_dict
slowly,ˈsloʊli,cmu_dict
somewhere,ˈsʌmˌwɛr,cmu_dict
still,ˈstɪl,cmu_dict
still,ˈstɪl,cmu_dict
still,ˈstɪl,cmu_dict
strongly,ˈstrɔŋli,cmu_dict
successfully,səkˈsɛsfəli,cmu_dict
therefore,ˈðɛrˌfɔr,cmu_dict
truly,ˈtruːli,cmu_dict
twice,ˈtwaɪs,cmu_dict
unfortunately,"ənˈfɔrtʃənətli, ənˈfɔrtʃuːnətli",cmu_dict
upstairs,əpˈstɛrz,cmu_dict
weekly,ˈwiːkli,cmu_dict
widely,ˈwaɪdli,cmu_dict
worldwide,ˈwɝːlˈdwaɪd,cmu_dict
accept,"ækˈsɛpt, əkˈsɛpt",cmu_dict
accept,"ækˈsɛpt, əkˈsɛpt",cmu_dict
achieve,əˈtʃiːv,cmu_dict
adjust,əˈdʒʌst,cmu_dict
admire,ædˈmaɪr,cmu_dict
admit,ədˈmɪt,cmu_dict
admit,ədˈmɪt,cmu_dict
advise,"ædˈvaɪz, ədˈvaɪz",cmu_dict
allow,əˈlaʊ,cmu_dict
annoy,əˈnɔɪ,cmu_dict
apologize,əˈpɑːləˌdʒaɪz,cmu_dict
appear,əˈpɪr,cmu_dict
appear,əˈpɪr,cmu_dict
apply,əˈplaɪ,cmu_dict
apply,əˈplaɪ,cmu_dict
apply,əˈplaɪ,cmu_dict
appreciate,əˈpriːʃiːˌeɪt,cmu_dict
appreciate,əˈpriːʃiːˌeɪt,cmu_dict
argue,ˈɑːrgjuː,cmu_dict
attack,əˈtæk,cmu_dict
avoid,əˈvɔɪd,cmu_dict
bake,ˈbeɪk,cmu_dict
belong,bɪˈlɔŋ,cmu_dict
bend,ˈbɛnd,cmu_dict
blame,ˈbleɪm,cmu_dict
bother,ˈbɑːðɝ,cmu_dict
bury,ˈbɛri,cmu_dict
call,ˈkɔl,cmu_dict
call,ˈkɔl,cmu_dict
call,ˈkɔl,cmu_dict
cause,"ˈkɑːz, ˈkɔz",cmu_dict
chat,ˈtʃæt,cmu_dict
check,ˈtʃɛk,cmu_dict
check,ˈtʃɛk,cmu_dict
cheer,ˈtʃɪr,cmu_dict
claim,ˈkleɪm,cmu_dict
claim,ˈkleɪm,cmu_dict
click,ˈklɪk,cmu_dict
climb,ˈklaɪm,cmu_dict
climb,ˈklaɪm,cmu_dict
clone,ˈkloʊn,cmu_dict
communicate,kəˈmjuːnəˌkeɪt,cmu_dict
compare,kəmˈpɛr,cmu_dict
compare,kəmˈpɛr,cmu_dict
complain,kəmˈpleɪn,cmu_dict
concentrate,ˈkɑːnsənˌtreɪt,cmu_dict
concentrate,ˈkɑːnsənˌtreɪt,cmu_dict
confuse,kənˈfjuːz,cmu_dict
confuse,kənˈfjuːz,cmu_dict
consider,kənˈsɪdɝ,cmu_dict
consider,kənˈsɪdɝ,cmu_dict
consist,kənˈsɪst,cmu_dict
consist,kənˈsɪst,cmu_dict
contact,ˈkɑːnˌtækt,cmu_dict
continue,kənˈtɪnjuː,cmu_dict
copy,ˈkɑːpi,cmu_dict
copy,ˈkɑːpi,cmu_dict
count,ˈkaʊnt,cmu_dict
count,ˈkaʊnt,cmu_dict
create,kriːˈeɪt,cmu_dict
criticize,ˈkrɪtɪˌsaɪz,cmu_dict
cross,ˈkrɔs,cmu_dict
cry,ˈkraɪ,cmu_dict
cry,ˈkraɪ,cmu_dict
decide,ˌdɪˈsaɪd,cmu_dict
depend,dɪˈpɛnd,cmu_dict
destroy,dɪˈstrɔɪ,cmu_dict
develop,dɪˈvɛləp,cmu_dict
develop,dɪˈvɛləp,cmu_dict
die,ˈdaɪ,cmu_dict
disagree,dɪsəˈgriː,cmu_dict
disappear,"ˌdɪsəˈpɪr, ˌdɪsəˈpiːr",cmu_dict
discover,dɪˈskʌvɝ,cmu_dict
disturb,dɪˈstɝːb,cmu_dict
divide,dɪˈvaɪd,cmu_dict
download,ˈdaʊnˌloʊd,cmu_dict
drive,ˈdraɪv,cmu_dict
drive,ˈdraɪv,cmu_dict
earn,ˈɝːn,cmu_dict
earn,ˈɝːn,cmu_dict
encourage,"ɛnˈkɝːɪdʒ, ɪnˈkɝːədʒ",cmu_dict
encourage,"ɛnˈkɝːɪdʒ, ɪnˈkɝːədʒ",cmu_dict
enter,"ˈɛntɝ, ˈɛnɝ",cmu_dict
enter,"ˈɛntɝ, ˈɛnɝ",cmu_dict
establish,ɪˈstæblɪʃ,cmu_dict
establish,ɪˈstæblɪʃ,cmu_dict
establish,ɪˈstæblɪʃ,cmu_dict
exist,ɪgˈzɪst,cmu_dict
expect,ɪkˈspɛkt,cmu_dict
expect,ɪkˈspɛkt,cmu_dict
explain,ɪkˈspleɪn,cmu_dict
explore,ɪkˈsplɔr,cmu_dict
fail,ˈfeɪl,cmu_dict
fail,ˈfeɪl,cmu_dict
figure,ˈfɪgjɝ,cmu_dict
figure,ˈfɪgjɝ,cmu_dict
follow,ˈfɑːloʊ,cmu_dict
follow,ˈfɑːloʊ,cmu_dict
follow,ˈfɑːloʊ,cmu_dict
forbid,"fɝˈbɪd, fɔˈbɪd",cmu_dict
freeze,ˈfriːz,cmu_dict
freeze,ˈfriːz,cmu_dict
freeze,ˈfriːz,cmu_dict
frighten,ˈfraɪtən,cmu_dict
gather,ˈgæðɝ,cmu_dict
graduate,"ˈgrædʒəwət, ˈgrædʒəˌweɪt, ˈgrædʒuːwət, ˈgrædʒuːˌeɪt",cmu_dict
harm,ˈhɑːrm,cmu_dict
hate,ˈheɪt,cmu_dict
hit,ˈhɪt,cmu_dict
hit,ˈhɪt,cmu_dict
hit,ˈhɪt,cmu_dict
hold,ˈhoʊld,cmu_dict
hold,ˈhoʊld,cmu_dict
hold,ˈhoʊld,cmu_dict
